text,label
"maaf pihak tokped,,, saya kasih bintang satu,,, karena pihak tokped menyediakan penjualan yang penjual tidak bertanggu jawab, kalau boleh saya kasih masukan.. kalau penjual yang tidak bertanggung jawab, tolong janga ikut serta berjualan di tokped,di takutkan tokped menjadi jelek nama baiknya,itu saja masukan dari saya. trim's ð",negative
apk bagus. tapi syang bnyk penipuannya. maaf sebelumnya untuk admin. knpa sya menuliskan bgtu. karena tdi sya mendapatkan notifikasi. anda berhak mendapatkan hadiah iphone. dan setelah sya ikuti prosesnya. sya di suruh mendownload apk ini. stelah sya download. hadiah tersebut tidak ada. kan penipuan namanya itu. jadi mohon jika anda ingin sukses berusahalah untuk tidak memberikan hadiah yang tidak ada.. trimakasi .. smoga admin membalas masukan sya ini trimakasih.,negative
"satu kupon itu bisa tukar dgn barang harga berapa an yah???? please min jawaban nya,klo emang bener asli nih",positive
"tolong yaa tokped jangan suka muncul tiba"" ,, saya tidak suka ,, anda sangat mengganggu ,, cukup iklan di tv saja ok",negative
aplikasinya belum mengakses atau penipuan? tdi saya dapat sms bahwa saya layak mendapat hp samsung s 10 tapi ngga ada kiriman lagi.. tolong kebijaksanaannya,negative
setelah di update ke versi 3.35...aplikasi malah tidak bisa di buka...tidak di update tidak bisa di gunakan...di update malah gak bisa di buka...aplikasi apa ini...tolong jangan sering update aplikasi...apabila hasilnya tidak baik..,negative
"aneh yak!!! sy dpt saldo dr retur barang yg tdk sesuai pesanan dan sy membelanjakannya lg, dengan harga yg sesuai saldo. tp pas pemakaian saldo, terpotong biaya 3rb. sblmnya retur barang pun tdk ada penggatian ongkir ulang, ketika sy kirim blk barang dan ongkir pemesanan pertama. berarti 2x ongkir (30rb) + 3rb hilang. sungguh dibuat bingung",negative
"saya sangat"" kecewa sekali terhadap tokped..krna pesanan sy sampai saat ini tdk jelas..uang udh sy tranfer tp kejelasan uang/barang sdh diterima apa lum nya tdk ada,saya pesan hp xiomi 2 harga 498rb di tokped kyl store iphone sampai saat ini gk ada penjelasannya..sangat low respon dan tdk bertanggung jawab ini penipuan!!!!dan sy minta uang kembali,saya minta tolong pihak tokped jika ingin lebih memajukan usaha bisnisnya ..agar direspon masukan"" dan komplain pembelinya n cantumkan tlp cs ny",negative
"sangat membantu..cuma system pembayaran harus di permudah lagi jangan harus keluar aplikasi dulu lalu buka aplikasi lain utk pembayaran..seperti app olshop yg lain dengan klik menu pembayaran kita langsung di bawa ke proses pembayaran melalui ibanking dll..tdk copy paste dan buka ibanking lagi..smoga kedepannya lebih gampang,aman dan terus berkembang",positive
kenapa waktu saya mau melakukan pembayaran muncul tulisan : webpage not available... kupon promosi pun tidak bisa di klik... lalu sulit keluar dari aplikasinya? kok ribet sih ?,negative
smakin sering di update nih aplikasi bukannya tambah lancar tapi malah sering ngadat dalam proses pencarian barang...heran bukannya makin baik tp malah makin ngga jelas,negative
saya pesan barang sejak tgl 11 juli 2019...sampai ini hari tgl 16-juli-2019.blm...sampai.dipesanan.barang.okir.sekian.sekian..4.hari.sampai sekarng belum sampai tolong tepat pada prosedur pegiriman mau pesan lgi takut tidak terkirim lg,negative
"barang nya bagus bagus,dan pengiriman sesuwai dengan waktunya,terima kasih kerja samanya",positive
"tokped online paling taekk...bnyak tokped yg penipu...admin tokped juga gak pernah ngmbantu sama sekali,,,pengembalian dana kepada pembeli terlalu bertele tele ,,masak iya sih hak orang di tahan oleh pihak tokped pedia...saya beli barang ini pakai saldo tokped trus saya mau membatalkan pembelian tersebut,tetapi dana saya sebesar 2 jt belum di kembalikan juga sama pihak tokped,,kan saya jadinya gak bisa untuk beli barang yang lain...anjing kan tokped ini..semoga tokped di blokir oleh pemerintah",negative
saya daftar dengan nomer hp.. otomatis login tanpa kata sandi atau hanya dengan kode otp. dan saya hendak melakukan pembayaran pake saldo dan di butuhkan kata sandi untuk ferivikasi pembayaran. sementara saya login tidak pake sandi melainkan dengan kode otp via sms. mohon bantuannya atas kendala yg saya hadapi. trims cs toped,positive
ini saya mendapat pesan tadi.. katanya saya memenangkan iphone x apakah benar. aoa hanya hoax.. saya tidak akan kasih bintang.. jika belum terbukti. karna tadi saya mendapatkan pesan.. anda adalah pemenang. mendapat iphone x. katanya barang sudah d antar.. apakah benar. jika benar. knapa tidak menghubungi.. saya... tenyata hanya hoax,negative
saya baru menginstal dan membuat akun toped . dan langsung melakukan pembelian tiket pesawat. dan sudah melakukan pembayaran via mandiri mobile banking(di mandiri dana sudah dikurang) tapi tiba2 ada pembatalan dan riwayat transaksi juga tidak diketemukan..dana yang sudah di trf jg belum kembali..ini bagaimana solusinya..,negative
"promo gratis ongkir tetap aja pas mau bayar transaksi tetap bayar, ternyata bukan benar2 gratis ongkir tapi hanya potongan ongkir... ð dan sayangnya klo beli barang yg gampang pecah kita harus beli bubble wrap / paking kayu dlu secara terpisah, beda sama tokped ga perlu beli bubble warp / paking kayu ditambah ongkirnya emang murah. itu pengalaman sya selama belanja disini, disana, disitu dan dimari, trimsâ ",negative
tolong dunk ditambah jasa pengirimannya.. jangan jne duank... saya punya dua paket non cod.. dari tanggal 28 sampe sekarang blom sampe. yg ke 2 pesan servic yes dari tanggal 30 sampe sekarang blom sampe juga.. alamat sudah lengkap.. kurir nya gk punya pulsa x apa gk pulsa paketan internet. klo gini cara akun tokped gu apus. gu pake shoppe aja dah,negative
"tolong lakukan perbaikan pada fitur search,misal apabila kita cari barang a akan keluar hasil 100 barang maka setelah saya sort termurah jumlahnya pasti berkurang entah 50 barang atau jumlah lain yang lebih kecil.kejadian sudah cukup lama saya tunggu ternyata belum juga ada perbaikan. terima kasih",positive
semenjak di update aplikasinya malah selalu berenti sendiri setiap diklik barang yg mau dibeli. gimana nih kita mau order barang malah selalu gak bisa. bisa2 pindah ke lapak lain kalo begini terus,negative
"jujur baru aq istal aplikasi ini,terpaksa aq hapus lagi,dngan alasan aq baca ulasan pelanggan berhubungan brita komplen semu..brarti ada yg tak beres",negative
"awalnya dropshipe di tokped boleh..sekarang hanya boleh menjual atau membeli saja..fitur iklan tokped hilang,dulu sekali klik bisa pasang harga 50..sekarang minimal 350 per klik.kan ini sebuah marketplace penyedia layanan ..saya harap jangan seperti itu...kan biaya klik itu seharusnya hak customer..tokped harusnya memperhatikan itu...jika fitur banyak yg update tetapi kurang maksimal manfaatnta lebih baik dipertimbangkan..lambat laun pasti prosentase pengguna akan turun setiap tahun.thks",negative
pertahankan dan lebih di tingkatkan pelayanan & keamanan bertransaksi kepada customers dengan barang yang bagus dan pengiriman yang aman dan lancar sampai di tujuan,positive
tolong ya diperbaiki lagi sistem nya agar lebih cepat mengatasi masalah pengembalian dana..dari tgl 18 april 2019 - 7 mei 2019 saya komplain soal pengembalian limit ovo paylater saya..tp setiap saya hub cs tokped sll jawabannya saya disuru nunggu..dan sore pasti ada balasan lg dy menutup chat email krna masalah sudah clear. emosi bgt saya...kok masalah tdk selesai2,negative
"mohon bantuannya karena saya baru pertama kali menggunakan tokped tetapi saya mendapatkan barang yang tidak sesuai dengan yang saya pesan, padahal saya sudah menjelaskan(memberi keterangan) ke pelapak jenis barang yang saya pesan.",negative
tokopedia yang terhormat saya sudah melakukan pembayaran sebelum jatuh tempo kenapa tagihan masih terus berjalan tolong di cek dan di perbaiki saya sudah megirim bukti transfer dari kemaren sampe sekarang masih tetep aja tagihan terus berjalan sudah 1x24 jam tp masih aja tetap ada tagihan yang berjalan tolong segera di perbaiki,positive
kenapa koneksi gagal terus ...kouta banyak.padahal lg di pake buat bayar tagihan.uang dah masuk tokped...kata nya transaksi gagal.uang di kembalikan ke saldo tokped.tp tokped nya gak bisa di buka terusssssssss,negative
"kenapa kok saya udah bayar dan udah diterima tokped pedia dari pagi ,tapi dari tokped belum mengonfirmasi padahal barang butuh banget tapi gak di kemas"" juga sama tokped!",negative
dear tokped kenapa di kolom pencarian produk smpai sekarang sy lihat belum ada fitur (icon kamera) untuk pencarian cepat untuk produk yang diinginkan,negative
php aja ni saya dapat info dari google mendapatkan iphone x dan di suruh klik dapatkan bonus dan membuka tokped pedia tetapi pas saya cek tidak ada apa apaâ ,negative
untuk pedia coba aplikasi ini di atur lagi untuk membuat diskon biar lebih mudah dan biar peminatnya lebih banyak..masak pedia kalah sama aplikasi shopee,negative
"masukkan untuk tokopedia agar di adakan fitur untuk topup dan update saldo brizzi (bri), topup dan update saldo flazz (bca) & topup dan update saldo tapcash (bni) dan fitur untuk pembayaran tagihan kartu kredit bank bca.",positive
"tokped payah..masa penjual nipu ...masih di belain juga.. kasus saya beli baju bola harga 119.000 2 pc di kirim sama penjual jakarta malah tidak sesuai foto.di kirim yg harga 40 ribuan . di minta retur di suruh kirim ke alamat fiktif di papua.padahal tokped itu ada di jakarta,dan pengiriman pun dr jakarta..malah cs toped belain.bukan cari jalan tengah.. akhirnya saya jadi rugi 158.000 krn saya gak mau kirim retur ke papua.ongkir aja sudah 88.000 udah gitu alamat fiktif..kapok belanja di toped",negative
"buruk sekali....!!!!! uang tidak dikembalikan ketika check out batal padahal sudah terlampir asli rekening koran dll tapi msh tetep minta bukti trs udh saya lampirkan berulang"" tidak ridho dunia akhirat....!!!! uninstal aplikasi ini pokoknya....!!!",negative
"min,,knpa ya koq dari semalam ga bisa buat order.. ga bisa klik pembayaran.. apa servernya lagi down apa gimana.. pembayaran via briva juga udah 2 hari pesanan cuma di proses aja blm terkirim sampe sekarang.. sebelumnya juga ky gini,,akhirnya cancel otomatis sedangkan barang sudah dikirim seller.. dan setelah konfirmasi ke seller nya akhirnya pengiriman dibatalkan juga karena uang nya di refund",negative
"pertama kali belanja di toped, bnr2 mendapat kesan yg buruk. 1. nomer costumer service jne serasa ngomong sama robot 2. tidak ada chat dg pihak toped layak nya lazada, jadi sulit kalo ada permasalahan.",negative
"kalau boleh kasih saran,saya sarankan untuk mengurangi waktu untuk pembatalan otomatis pesanan,itu trlalu lama dan pihak pembeli tidak bisa membatalkan pesanan yg sudah dibayar,karena jika pejualnya slow reapon,kasihan pembelinya yg mengharapkan pelayanan baik dan cepat,",negative
kenapa setiap mau narik dana ke rekening selalu salah kata sandi .pdahal saya sudah ngengganti kata sandi sampai 4 kalo dan selalu salah dan salah lagi,negative
toped bagus...cuma mohon tokopedia sering merazia penjual penjual yang menipu...saya ada belanja di tokopedia harga murah...pada saat saya sudah transfer tiba2 org tokopedia nya tlp alasan dapan promo....dia minta no hp...dan akhir nya dia minta kode akun....saya tak kasih...akhir nya di batalin sama dia...ini merusak nama baik tokopedia jadi sarang penipu..lakukan la razia sekali2 ke penjua,positive
"toped banyak mengecewakan konsumen. beri kupon,dipakai, pembayaran jelas dibilang melanggar aturan. bukti sudah dikirim jawabannya by sistem.. mengecewakan . mending belanja saja di bukalapak... barang dijamin sampai. complain ada customer servicenya... tidak seperti toped... brengsek .. anda balas komplain consumen kan , anda pilih pilih... jawab komplain kita... kalau memang anda benar.. jgn mohon maaf .. kasih solusi jgn mohon maaf",negative
saya suka tokopedia pedia ngak takut lagi d tipa tipu barang nya cepet sampai udah bagusâ ,positive
"coba tambahkan icon shortcut kembali langsung ke home dari pencarian-pencarian di lapak, setelah kita buka banyak halaman mau langsung ke home mesti balik satu persatu, tidak praktis",negative
hati hati buat yg belanja online disini.. saya beli hp baru.. tapi rusak diatas layar putih dan bawah layar kuning.. sudah debat dgn penjual..sudah retur ongkos pulang pergi gojek.. tp tokped bilang barang tdak ada kendala..jelas bukti foto sy bnyk sudah saya kasih..bilang barang tdk apa apa.. harga 5jtan beli hp rusak.. beli hp 5jt layar belang belang...ati ati buat yg beli disini.klo barang ada kendala susah..jgn beli online jgn tergiur harga murah,negative
"tokped kurang fair dan membela penjual lebih dari customer.. penjual yg nakal tidak ditindak dan kesalahan mereka ditutupi selalu.. seringkali customer mudah dipermainkan,.. dirugikan dengan ongkir dan ongkir kirim balik barang. reaponnya? cuma maaf dan kita gigit jari.. sangat mudah penjual mengancam dan membohongi spy kirim duit dulu, dan mereka tidak takut karena tahu tokped tidak akan melakulan apa2 bahkan mendiskreditkan mereka sekalipun jelas2 salah.. sejauh mana bisa bertahan?..",negative
"kenapa item yang di keranjang belanja, tidak bisa dihapus? saya coba beberapa hari error terus. mohon dicek errornya. thank you",negative
"belanja mudah, lengkap semuanya ada, yg perlu mendapatkan perhatian adalah penyampaian pesanan pada tokopedia penjual dan kurir pengiriman spy ditingkatkan",positive
"kenapa pas saya ke pencarian koneksi timeout trus,padahal jaringan sudah bagus,tolong diperbaiki,saya jadi susah kalau mau mencari apa apa",negative
"aplikasi tokped hrs di tpt siknal yg stabil dan bagus klu tdk..... yaa..... ng bisa di buka..ððð aplikasix lemot lelet...... lodingx lama saran sy mhn di perbaiki krn pelanggan yg ada bukan hanya di kota"" besar. mrk"" yg di daerah"" pun pelanggan trbaik sy bukan muji"" bukalapak tapi bukalapak respon cs. operatorx 1x24 jam std'by siap mmbrkn solusi stiap kendala yg ada...... aplikasix gampang mulai cr belanja srt komplain barang,dll....",negative
"udah langganan saya membeli & menjual kebutuhan saya...mksh tokopedia,semoga semakin lengkap & ga pelit hadiah.hehe",positive
"bagus banget produknya, gak mengecewakan. bahan dan kualitas nya bagus, harga nya ckup terjangkau. dan penjualnya ramah",positive
"ada apa dengan kupon pengguna baru ??? kupon diskon gratis ongkir dan diskon potongan harga tidak bisa dipake ketika di klik server error, percuma, tolong diperbaiki untuk kenyamanan pelanggan",negative
mantap tokopedia....barangnya bagus bagus....spare part selalu ada...dan productnya original...pengirimannya lancar...transaksi mudah,positive
nyesal bos klo di download... saldoku di makan 180rb..udh brp kli ganti pasword ttap aj gk bisa transaksi..pesan ke emailku ganti pin berhasil.. tp nyatanya gak bisa...withdraupun gk bisa krn minta pin.. sangat minim memahami keluhan pelanggan.,negative
"tidak memuaskan, saya pesan barang sudah 5 hari tag sampek2 sampek sekarang, keterangannya smpk 3 hari apanya yg 3 hari ? gk jelas",negative
alamat yg paling atas buat apa diisi ?? kalau nantinya di alamat pengantaran barang tidak tercantum ??,negative
"saya kalo donlod vidio atau musik kok yang muncul ini, kirain setelah donlod tokopedia sudah bisa donlod musik tapi tetap muncul juga kek gini. knapa ya kira2?",positive
lumayan bagus dan tanggap. mohon toped kontrol penjual nya banyak yang gak jawab chat penjual dan memberikan barang tidak sesuai tanpa konfirmasi contoh warna beda yg di minta. thank.s,positive
sudah gk berminat transaksi di tokped pedia karena kerja sama pakai ovo. makin gak jelas aja pakai ovo chas bayar tagihan bulanan malah gak dapet chasback karena melakukan kecurangan. bayar tagihan listrik perbulan di sangka melakukan kecurangan. yang order fiktif malah aman aja. mudah2an para fiktiper makin banyak biar bangkrut tuh ovo,negative
kenapa saya gak bisa klik tombol komplain? trus pertanyaan saya dari dulu itu cuma satu... kenapa aplikasi sebesar tokped tidak melayani call center? kalo ada apa2 kan gmana.. mau hubungi siapa? minta bantian siapa? kalo gak mau baya karyawan jangan bikin aplikasi kayak gini.. gak profesional bngt..,negative
selamat! anda adalah pengunjung beruntung hari ini! 3 juli 2019 setiap rabu kami memilih 5 pengunjung google yang beruntung di indonesia untuk menerima hadiah eksklusif dari sponsor kami. putar rodanya untuk mencoba keberuntunganmu! termasuk aplikasi penipuanâ ,positive
"tokopedia merupakan perusahaan teknologi indonesia dengan misi mencapai pemerataan ekonomi secara digital. sejak didirikan pada tahun 2009, tokopedia telah bertransformasi menjadi sebuah unicorn yang berpengaruh tidak hanya di indonesia tetapi juga di asia tenggara. wikipedia ceo: william tanuwijaya (2009â) pendiri: william tanuwijaya, leontinus alpha edison",positive
kasih bintang 2..skr promo cashback nya udh ga kaya bln 2 sblmnya padahal akun sy aktif transaksi di tokped.tlg promo cashback nya di banyak in lg..klo kaya gini trus jarang promo bisa pada pindah ke tokped online lain..,negative
sayang nya kita sebagai penjual agak di rugikan dengan potongan walau pun 1%... kalau nominal dikit ngak berapa kl trsaksinya nominal besar dan banyak sangat merugikan.... alangkah baiknya tetepa mengunakan sistem yang lama... terimaksih,negative
terima kasih atas kepercayaanya...atas pinjaman dana instan yang di sediakan tokopedia somoga dana yang di pinjamkan bermanfaat untuk tambahan modal usaha saya dan sekali lagi saya berterima kasih kepada dana instan dan tokopedia semoga tambah sukses dan lancar aamiin...,positive
"kenapa tokped akhir2 ini terasa berat yah setelah di update dan update. foto produk jadi gak muncul. aku gak tau ini dari app nya atau dari hp aku, tapi perlu diketahui! untuk app2 lain itu lancar2 saja seperti shopee contohnya kalau memang benar dari app nya mohon segera di tangani",negative
ini merupakan aplikasi online shop pertama buat saya. dan menjadi yg paling saya rekomendasikan buat semua orang. semakin banyak fitur tambahan yg sangat berguna mulai dari belanja dan investasi.,positive
"maaf untuk yg brtanggung jawab,jika kiriman saya tidak sampai dalam seminggu..brrti saya ditipu dan tolong atas tanggung jawab anda jika hal itu terjad",negative
"tokopedia memudahkan bagi kita dalam berbelanja ataupun memesan barang apa aja dan dimana saja , sehingga kita bisa menghemat waktu dan tenaga,karena bisa di kirim kealamat kita,selain itu juga kita dapat melanjutkan aktivitas,semoga aja tokopedia bisa meningkatkan kwalitas pelayanan kedepannya untuk masyarakat,dan bisa menjadi wadah buat generasi penerus bangsa dalam berjuang,bersatu membangun bangsa bersama tokopedia",positive
"saya tadi lagi buka goolgle crome buka situs labgsubg keluat tulisan selamat anda pengguna yang berunyung katanya suruh tinggalin alamat tapi ga tau tinggalain di mana disini aja, jalan bintara jaya 3(gg.tk)no96 rt3/8 nama tokopedia saya pipih suprihatin",positive
"semejak tokped tampilannya berubah dan upgrade semejak itu pula tokped jadi lemot, loadingnya lama bangeeeeet kalo mau buka foto, sampe kesel sendiri , padahal dulumah ga begitu, padahal di tokped segala ada , jadi sedih saya sama tokped yg sekarang kecewa",negative
mantapp.. sangat membantu.. tolong dunk d adakan pilihan pengiriman trucking jne.. dan ambil lgsg ke penjual/tokopedia.. terimakasih..,positive
"belanja sangat mudah ,barang pesanan sesuai dengan yg saya mau dan sangat bagus kualitasnya,packing rapih juga on time pengiriman sangat baik dan cepat,terima kasih tokopedia pedia",positive
saya beli barang udah seminggu lebih barangnya datang tp saya tidak menerima barangnya pake ekspedisi wahana..terus laporan dr wahananya bahwa saya sendiri yg terima jam 19.24..saya sudah cek cctv tokped saya dr jam 7-8 malam tidak ada kurir wahana yg dtng ..tolong tanggepannya tokped..saya selalu menggunakn tokped baru kali ini kecewa..mau hubungi tokped gak tau caranya,negative
tolong tambahkan security code sebelum masuk aplikasi supaya tidak ada orang lain yang bisa menggunakan akun kita dan menguras saldo ovo terlebih jika hp hilang atau dicuri,negative
"aplikasi (e-commerce) kesukaanku. buat transaksi apapun sangat mudah, cepat, respon cs juga sangat ramah. jarang ngelag. sukses terus tokopedia.â ",positive
"saya baru tau kalau ulasan yang saya tulis tentang penjual yang tidak sopan dihapus disini, masih bagus saya gak cantumkan nama tokonya . dipilih-pilih lagi tokped para penjualnya jangan yg belagu . pembeli adalah raja , kepuasan pelanggan lebih diutamakan . masih bagus lazada dan shopee setiap komplain langsung ditindaklanjuti kelapak. uninstall",negative
"keluhan saya pada transaksi e-money sudah selesai dengan baik. trima kasih tokopedia,semoga kedepan bisa lebih baik lagi dalam sistem dan pelayanan. jempol",positive
"semoga makin lancar sekses tokopedia selau memberikan pengunanya tetap nyaman selama mungngkin... ketimbang tokopedia merah bl pelayananya parah lama waktu prosesnya 3 hari baru di proses nyesel se nyeselnya saya, katanya pelapak waktu yg di tentuin bl ya jelas saya sebagai pembeli yg jelas kapok pertamma belanja di bl kalok di total nyampainya sekitar 5 hari lebih... mending topet bayar sebelum jam 12 dikirim hari yg sama kalok dihitung sejak pembayaran 2 hari smpek pelapak topet amanahâ ",positive
"resolusi masalah oleh cs sangat lamban, saya pernah ada problem barang tidak sampai karena kesalahan koordinasi penjual dan kurir, saya sebagai pembeli kesulitan meminta kembali uang sangat sulit dan lama ini sudah berjalan 2 minggu namun masih belum ada pengembalian uang",negative
"tokped kenapa tidak bisa cod atau bayar ditempat,padahal saya ingin memesan barang dati tokped tetapi kenapa tdk ad cod? mohon penjelasannya",negative
"sebenarnya belanja di tokopedia lebih nyaman, karena klaim garansinya ga rempong kek shopee. hanya saja tokopedia jarang ngasih program gratis ongkir sih hahahaha semoga sering2 ngadain program gratis ongkir, biar user tokopedia ga lari ke shopeeâ ",positive
"terkesan menipu, barang yg di order ternyata kosong, uang di kembalikan tapi bentuk saldo bukan ke rekening asal duitnya berkurang saat di kembalikan, artinya wajib kita habiskan dengan belanja kembali di tokped pedia, saat saldo yg di kembalikan di pakai lagi belanja, ehh barangnya yg di order juga kosong ternyata, di kembalikan lagi uang ke saldo, kena potongan lagi, bentar lagi habis itu duit terpotong terus barang gak pernah ada. memalukan cara nyari duitnya.",negative
"knapa filtur belanja, sekarang dibatasi ? contoh : tidak bisa melihat secara keseluruhan satu kategori sesuai dengan kondisi yg kita mau, tapi harus memilih dulu salah satu sub kategori ? (revisi bintang lah) berselancarnya biasa di laut, dipaksa di muara ; not good, nyesel update",negative
"kalau bikin iklan di google gausah maksa si anjing ... bikin ribet aja monyet .. lagi searching tiba"" notif ""selamat anda dapat hadiah , install tokped sekarang"".. langsung kebuka playstore .. lu kira enak begitu .. mikir lah pake otak goblok .. bikin risih aja .. kalo galaku gaush begini tolol .... pemaksaan banget anjing ... emang anjing",negative
"sepertinya ini penjualan pertama dan terahir juga langsung tutup akun... mengerikan dagang on line di sini barang sudah sampai, pembeli pun sudah konfirmasi tapi bermasalah resi tidak terlacak 7,5 jt pun tak jelas nasib nya... dan salah satu kelemahan di tokped ini tidak ada cs yg merespon cuma robot yg menjawab itu2 juga",negative
"dari pengalaman yang sy dapat, tokopedia adalah contoh tokopedia online yang sangat efisien, multi fungsi dan modern tanpa mengabaikan hak konsumen",positive
mantul tokopedia . kasih voucher diskon dong untuk pelanggan tokopedia biar makin laris. good job. i like sukses tokopedia........ amin..... sesekali adain undian berhadiah untuk custamer biar makin seneng.,positive
aplikasi anjing mana katanya gua dapat hp samsung s10?kalo gak punya duit gak usah sok belagu ngasih hadiah ke orang!aplikasi miskin aja belagu,negative
pelayanan dan penjaminan barang yang dibeli sangat memuaskan. saya sangat merekomendasikan aplikasi ini. bagus bg,positive
kenapa ngak bisa pesan barang padahal udah semua di isi mulai dari alamat lengkap dan nama penerima pas di klik simpan nggak munculâ² data selanjutnya mohon bantuannya terimakasih,negative
"untuk aplikasinya mudah kok, cuma untuk ke depannya lebih perbanyak fitur saja min, udah itu saja kok",positive
"baru bisa kasih bintang 3. karena barusan pake dan ngedapetin bug berupa ""waktu yang dibutuhkan untuk verifikasi cukup lama. sampe detikannya abis, email atau sms verifikasi ngga dateng-dateng"". . . - nambah bintang atau review yang lain, menyusul.",negative
sangat membantu sekali kita ga usah kudu muterin tokopedia untuk mencari sesuatu yg kita perlukan.cukup dgn membuka aplikasi tokopedia pasti sesuatu yg kita butuhkan ada. terimakasih tokopedia.,positive
"amat sangat membantu dalam hal belanja, keuangan, dll. sukses tokopedia. semoga selalu bisa memberikan serbice terbaik",positive
"hapus aj fitur saldo tokped, bikin emosi aj. jual barang selesai duit masuk saldo mau beli barang lg, ehh ga bisa bayar pakai saldo. saldo cuma bisa di cairkan ke rekening bank, klo sy ga punya rekening mau beli barang harus mencairkan saldo dulu masa pinjam rekening orang. mending pembayaran via saldo di berlakukan lg atau tokped bikin solusi lain misalnya ovo bisa top up via saldo atau saldo dihilangkan diganti ovo jd klo penjualan selesai duit langsung jd ovo. smakin canggih,smkin sulit",negative
tokopedia dan layanan nya mantap ....saya puas belanja online di aplikasi ini... gimana dgn anda....?,positive
sering eror.. hari ini pun juga eror.. entah sampe kapan..bahkan app nya udah tak hapus download lg ttp gag bisa dibuka,negative
"kalau bisa ada rekening bank syariah mandiri untuk memfasilitasi nasabah syariah. sayang hampir nda ada bank syariah direkeningnya, buka lapak sudah ada",positive
"keluhan customer krg diperhatikan. saya sebagai customer sampai dimaki sm salahbsatu seller di tokped ini, eeh pihak tokped malah memberikan kesan mendukung os saja. duh jd males pakek tokped, masa customer sampai dibilang tdk punya otak dan kalimat kasar lainnya (saya screenshoot) smua jwbn dr os tsb. tanpa adanya customer yg belanja gmn tokped mau sukses, tolonglah jgn bela sepihak yaaa. harus bisa balance antara cs dan os.",negative
"halow tokped sy sering belanja dan byr tagihan pakai aplikasi tokped, trus sering dpt kupon cashback , cm sering gag kepakai, krn syarat dan ketentuan yg tdk bs dipenuhin, contohnya kupon dpt cshback belanja smp ratusan ribu, tp hanya di tokped yg punya ppwer badge, dan oficial store saja, saran aja kalo bs kupon berlaku untuk semua tokped/marketplace, itupun cm saran ja ya, mksh",negative
"belanja akan menjadi lebih mudah dgn adanya tokopedia hemat biaya,hemat waktu, belanja nya dgn keadaan barang yg dibeli diterima dgn baik",positive
saya dapat kupon tapi disuruh install dulu saya sudah install tpi knapa lama banget trus saya gak dapet iphone xs nya gimana ini tokped php terussss!!,negative
"gimana cara make nya?, dapat hadiah dari pemenang acak lalu aku putar dapat samsung 10 tapi gimana cara dapetinnya aplikasi nya padahal udh ada",positive
"saya kan dapat hadiah hp samsung s10+ dari tokopedia .,kok ketika saya download aplikasi ini. ....malah gk ada..? ð¤",positive
"tokopedia ini sangatlah membantu,,utk pribadi saya,,toped lumayan komplit,utk macam2 produk,,yg saya cari selalu ada,good.utamakan konsumen,,agar terus lebih baik, murah,ramah,tepat janji.trims toped,,puaaaas lahhhh",positive
"bintangx d kurangin krn makin hari makin ribet cara belanjax g seperti dulu blanjax gampang,sekarang belanjax ribetx minta ampun.kembalikan semperti dulu pilih barang belanja langsung d bayar lewat atm d awasi samapai tujuan.",negative
"untuk pembelian tiket pesawat kenapa di dominasi oleh lion group,padahal di rute yg sama ada penerbangan lain yang lebih murah. bahkan terkadang hanya lion group yg tersedia/ tampil padahal di apk lain banyak pilihan yg lebih murah. percuma dong ada promo tp sekedar slogan",negative
"olshop aman, penjual/ pembeli membatalkan transaksi baiknya uangnya ditransfer lagi kerekening pemilik. penjual yg keterangannya stock barang masih banyak tetapi membatalkan transaksi harusnya diberi sanksi/ punsihmen, pilihan kurir terbatas, dan biaya ongkos kirim terlalu mahal, khususnya antar kota/ provinsi",positive
"mohin bantuanya tokped kenapa saya todak bisa melakukan pembayaran setiap kali masuk halaman pembayaran tidak bisa di klik,,, seperti eror tidak bisa kembali juga ke halaman sebelumnya,,,",negative
"sangat baek tokopedia mudah membantu dan terjamin, dan benarkah saya dapat hadiah, dan bgmn cara pengambilannya?",positive
"alhamdulillah terima kasih ya saya mendapatkan hp samsung yang sangat bagus,terima kasih ya....",positive
"akhir2 ini terlalu nge lag... loading transaksi lama, loading pembayaran juga agak lama... dibandingkan dengan tokped sebelah.. sepertinya aplikasinya perlu di perbaiki kecepatan loadingnyaâ ",negative
belanja cepat..mudah...terpercaya...makasih toped..ditunggu diskonannya dan hadiah-hadiahnya...he he he..,positive
"lumayan bagus dan sangat membantu pas diberi kepercayaan ovopaylater. tapi tetap itu tak membuat saya sebagai customer seluruhnya untuk puas. setelah pelunasan bulan ini, saya tidak akan kembali memakai layanan ovopaylater. #berhentiovopaylater #goodbyeovopaylater",positive
promo untuk cash backnya makin dikit... tambahin donk .. untk yang bayar transfer . ntr saya jadiin bintang 5!,negative
"sorry ya, gua hapus aplikasi ini, ga' jadi dah. lihat cometnya aja udah banyak yg di bhongi. attttuuuuuutttt",negative
sebaiknya ada ulasan untuk ekspedisi. karna ada ekspedisi yg pelayanannya mengecewakan. kasian sellernya bisa kena komplain padahal yg salah ekspedisinya.,negative
ada pemberitahuan dari google chrome katanya dapat hp iphone x dan disuruh install aplikasi tokped setelah saya download gak dapat hp iphone x. ngabisin paketan aja,negative
salah satu aplikasi belanja online yang sangat di rekomendasikan. tolong tampilan pencarian produk..bisa d filter dari harga paling murah.terima kasih,positive
